npi,physician_specialty,company_name,payment_amount,payment_category,payment_year,data_source,source_url,extract_year,source_mode,schema_version,retrieved_at_utc
9000000010,,Helix Therapeutics,15303.21,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000011,,Helix Therapeutics,323.16,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000012,,Apex Oncology,189.4,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000012,,Meridian Health Sciences,10742.72,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000013,,ClearPath BioMed,4921.19,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000013,,Apex Oncology,23968.53,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000013,,Apex Oncology,18267.05,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000013,,Apex Oncology,4098.9,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000013,,ClearPath BioMed,12180.8,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000015,,Apex Oncology,837.34,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000015,,ClearPath BioMed,694.53,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000015,,Meridian Health Sciences,1274.35,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000016,,Meridian Health Sciences,8529.65,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000016,,Meridian Health Sciences,933.86,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000019,,Apex Oncology,7791.32,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000019,,NovaBio Pharmaceuticals,516.35,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000019,,Helix Therapeutics,43304.39,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000019,,Apex Oncology,20150.4,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000019,,Meridian Health Sciences,2794.16,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000019,,Meridian Health Sciences,7084.95,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000019,,NovaBio Pharmaceuticals,73437.23,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000019,,Meridian Health Sciences,47800.11,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000022,,ClearPath BioMed,903.85,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000022,,Meridian Health Sciences,1308.16,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000022,,NovaBio Pharmaceuticals,10091.82,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000022,,Apex Oncology,13017.05,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000029,,ClearPath BioMed,14775.81,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000029,,Apex Oncology,892.29,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000029,,NovaBio Pharmaceuticals,3902.69,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000032,,Meridian Health Sciences,1043.7,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000032,,Apex Oncology,406.77,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000033,,Meridian Health Sciences,503.09,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000033,,Meridian Health Sciences,700.56,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000033,,Apex Oncology,1147.9,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000035,,Meridian Health Sciences,123.57,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000039,,Meridian Health Sciences,268.03,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000040,,Apex Oncology,378.38,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000042,,ClearPath BioMed,13637.45,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000042,,Apex Oncology,23987.83,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000042,,Meridian Health Sciences,1407.16,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000042,,ClearPath BioMed,37531.27,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000045,,NovaBio Pharmaceuticals,90176.99,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000054,,NovaBio Pharmaceuticals,792.62,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000054,,Helix Therapeutics,1485.88,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000054,,Meridian Health Sciences,13840.56,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000057,,Meridian Health Sciences,7512.93,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000057,,Helix Therapeutics,695.75,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000057,,NovaBio Pharmaceuticals,97221.75,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000057,,Apex Oncology,52526.54,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000057,,Helix Therapeutics,1036.86,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000057,,Apex Oncology,10047.48,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000059,,Helix Therapeutics,10814.17,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000059,,ClearPath BioMed,1374.55,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000059,,NovaBio Pharmaceuticals,500.48,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000063,,Meridian Health Sciences,912.16,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000063,,ClearPath BioMed,48760.5,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000063,,ClearPath BioMed,2353.92,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000066,,Helix Therapeutics,610.87,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000066,,Helix Therapeutics,2506.96,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000066,,Helix Therapeutics,22263.55,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000066,,Helix Therapeutics,7172.44,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000066,,NovaBio Pharmaceuticals,13722.22,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000078,,Apex Oncology,744.33,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000081,,Helix Therapeutics,717.82,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000081,,Helix Therapeutics,757.17,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000081,,Meridian Health Sciences,1447.25,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000083,,ClearPath BioMed,51063.14,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000083,,Helix Therapeutics,31906.96,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000083,,Meridian Health Sciences,1177.42,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000084,,ClearPath BioMed,12901.29,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000084,,Meridian Health Sciences,468.57,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000084,,Meridian Health Sciences,1053.73,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000088,,NovaBio Pharmaceuticals,14536.06,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000092,,Helix Therapeutics,17426.15,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000092,,Apex Oncology,24098.73,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000092,,ClearPath BioMed,849.08,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000092,,NovaBio Pharmaceuticals,718.64,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000092,,Meridian Health Sciences,1290.16,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000093,,Apex Oncology,23367.26,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000093,,Apex Oncology,10656.94,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000093,,Apex Oncology,18760.54,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000093,,Apex Oncology,4056.0,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000093,,ClearPath BioMed,1068.56,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000093,,NovaBio Pharmaceuticals,13295.16,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000093,,Apex Oncology,17272.76,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000095,,Meridian Health Sciences,3340.39,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000095,,Apex Oncology,45780.15,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000095,,Meridian Health Sciences,656.49,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000095,,Helix Therapeutics,6721.72,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000099,,Apex Oncology,3041.97,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000099,,Apex Oncology,10483.45,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000099,,NovaBio Pharmaceuticals,613.15,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000105,,Helix Therapeutics,906.6,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000105,,Apex Oncology,644.82,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000105,,NovaBio Pharmaceuticals,28241.92,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000105,,NovaBio Pharmaceuticals,376.03,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000105,,ClearPath BioMed,214.59,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000105,,NovaBio Pharmaceuticals,6194.97,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000105,,Helix Therapeutics,48996.78,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000108,,Meridian Health Sciences,1287.8,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000108,,Helix Therapeutics,8618.36,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000108,,ClearPath BioMed,11352.13,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000109,,NovaBio Pharmaceuticals,48307.45,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000111,,Helix Therapeutics,3102.23,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000111,,Apex Oncology,13433.56,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000111,,Meridian Health Sciences,4637.76,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000113,,Apex Oncology,22515.99,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000113,,Meridian Health Sciences,171.5,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000119,,Helix Therapeutics,20018.95,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000119,,Meridian Health Sciences,10662.66,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000119,,Apex Oncology,61652.1,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000120,,Meridian Health Sciences,12960.32,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000121,,Helix Therapeutics,180.36,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000124,,Meridian Health Sciences,933.8,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000124,,Apex Oncology,14074.4,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000124,,Helix Therapeutics,1003.76,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000125,,Helix Therapeutics,5882.65,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000125,,ClearPath BioMed,704.16,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000125,,NovaBio Pharmaceuticals,10070.95,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000126,,NovaBio Pharmaceuticals,696.88,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000126,,Apex Oncology,795.21,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000128,,Apex Oncology,903.02,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000128,,NovaBio Pharmaceuticals,838.52,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000131,,Meridian Health Sciences,120.44,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000131,,Apex Oncology,32851.87,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000131,,Apex Oncology,13555.56,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000131,,NovaBio Pharmaceuticals,2002.7,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000131,,ClearPath BioMed,520.72,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000132,,Apex Oncology,80170.53,Research Grants,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000132,,Meridian Health Sciences,937.75,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000132,,ClearPath BioMed,16527.56,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000132,,Helix Therapeutics,12498.58,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000132,,Helix Therapeutics,1199.05,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000132,,ClearPath BioMed,1001.97,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000132,,Apex Oncology,8099.69,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000132,,Meridian Health Sciences,8290.84,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000133,,ClearPath BioMed,5220.62,Speaking Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000133,,ClearPath BioMed,7117.64,Consulting Fees,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000133,,Meridian Health Sciences,1090.58,Travel Reimbursement,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
9000000135,,Meridian Health Sciences,1098.85,Education/Training,2024,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
